time_entry_id,engagement_id,client_id,staff_id,staff_level,week_start_date,hours_logged,billing_rate_per_hr,cost_rate_per_hr,billed_amount,cost_amount
T107835,E10045,C1024,S1078,Manager,2023-07-06,8.2,250,110,2050.0,902.0
T107836,E10045,C1024,S1078,Manager,2023-07-13,5.6,250,110,1400.0,616.0
T107837,E10045,C1024,S1078,Manager,2023-07-27,4.9,250,110,1225.0,539.0
T107838,E10045,C1024,S1078,Manager,2023-08-03,12.6,250,110,3150.0,1386.0
T107839,E10045,C1024,S1078,Manager,2023-08-10,8.5,250,110,2125.0,935.0
T107840,E10045,C1024,S1078,Manager,2023-08-17,7.2,250,110,1800.0,792.0
T107841,E10045,C1024,S1078,Manager,2023-08-24,6.3,250,110,1575.0,693.0
T107842,E10045,C1024,S1078,Manager,2023-09-07,7.1,250,110,1775.0,781.0
T107843,E10045,C1024,S1078,Manager,2023-09-14,5.9,250,110,1475.0,649.0
T107844,E10045,C1024,S1078,Manager,2023-09-21,4.6,250,110,1150.0,506.0
T107845,E10045,C1024,S1078,Manager,2023-09-28,1.2,250,110,300.0,132.0
T107846,E10045,C1024,S1078,Manager,2023-10-05,5.2,250,110,1300.0,572.0
T107847,E10045,C1024,S1078,Manager,2023-10-12,11.1,250,110,2775.0,1221.0
T107848,E10045,C1024,S1078,Manager,2023-10-19,10.6,250,110,2650.0,1166.0
T107849,E10045,C1024,S1078,Manager,2023-10-26,3.3,250,110,825.0,363.0
T107850,E10045,C1024,S1078,Manager,2023-11-02,10.9,250,110,2725.0,1199.0
T107851,E10045,C1024,S1078,Manager,2023-11-09,8.1,250,110,2025.0,891.0
T107852,E10045,C1024,S1078,Manager,2023-11-16,4.5,250,110,1125.0,495.0
T107853,E10045,C1024,S1078,Manager,2023-11-23,9.2,250,110,2300.0,1012.0
T107854,E10045,C1024,S1078,Manager,2023-11-30,7.3,250,110,1825.0,803.0
T107855,E10045,C1024,S1078,Manager,2023-12-07,6.3,250,110,1575.0,693.0
T107856,E10045,C1024,S1078,Manager,2023-12-28,5.6,250,110,1400.0,616.0
T107857,E10045,C1024,S1039,Manager,2023-06-01,7.4,250,110,1850.0,814.0
T107858,E10045,C1024,S1039,Manager,2023-06-08,6.5,250,110,1625.0,715.0
T107859,E10045,C1024,S1039,Manager,2023-07-13,6.0,250,110,1500.0,660.0
T107860,E10045,C1024,S1039,Manager,2023-07-20,0.5,250,110,125.0,55.0
T107861,E10045,C1024,S1039,Manager,2023-07-27,9.6,250,110,2400.0,1056.0
T107862,E10045,C1024,S1039,Manager,2023-08-10,7.2,250,110,1800.0,792.0
T107863,E10045,C1024,S1039,Manager,2023-08-17,6.9,250,110,1725.0,759.0
T107864,E10045,C1024,S1039,Manager,2023-08-31,8.2,250,110,2050.0,902.0
T107865,E10045,C1024,S1039,Manager,2023-09-07,14.9,250,110,3725.0,1639.0
T107866,E10045,C1024,S1039,Manager,2023-09-14,9.2,250,110,2300.0,1012.0
T107867,E10045,C1024,S1039,Manager,2023-10-05,7.6,250,110,1900.0,836.0
T107868,E10045,C1024,S1039,Manager,2023-10-19,4.5,250,110,1125.0,495.0
T107869,E10045,C1024,S1039,Manager,2023-10-26,6.6,250,110,1650.0,726.0
T107870,E10045,C1024,S1039,Manager,2023-11-02,7.1,250,110,1775.0,781.0
T107871,E10045,C1024,S1039,Manager,2023-11-09,3.3,250,110,825.0,363.0
T107872,E10045,C1024,S1039,Manager,2023-11-16,7.9,250,110,1975.0,869.0
T107873,E10045,C1024,S1039,Manager,2023-11-30,8.7,250,110,2175.0,957.0
T107874,E10045,C1024,S1039,Manager,2023-12-14,10.2,250,110,2550.0,1122.0
T107875,E10045,C1024,S1039,Manager,2023-12-21,10.6,250,110,2650.0,1166.0
T107876,E10045,C1024,S1039,Manager,2023-12-28,4.8,250,110,1200.0,528.0
T107877,E10045,C1024,S1130,Senior Associate,2023-06-01,5.8,180,85,1044.0,493.0
T107878,E10045,C1024,S1130,Senior Associate,2023-06-08,9.7,180,85,1746.0,824.5
T107879,E10045,C1024,S1130,Senior Associate,2023-06-22,6.7,180,85,1206.0,569.5
T107880,E10045,C1024,S1130,Senior Associate,2023-07-06,4.3,180,85,774.0,365.5
T107881,E10045,C1024,S1130,Senior Associate,2023-07-13,5.8,180,85,1044.0,493.0
T107882,E10045,C1024,S1130,Senior Associate,2023-07-20,7.9,180,85,1422.0,671.5
T107883,E10045,C1024,S1130,Senior Associate,2023-07-27,4.6,180,85,828.0,391.0
T107884,E10045,C1024,S1130,Senior Associate,2023-08-17,8.6,180,85,1548.0,731.0
T107885,E10045,C1024,S1130,Senior Associate,2023-08-24,3.5,180,85,630.0,297.5
T107886,E10045,C1024,S1130,Senior Associate,2023-08-31,5.7,180,85,1026.0,484.5
T107887,E10045,C1024,S1130,Senior Associate,2023-09-07,8.5,180,85,1530.0,722.5
T107888,E10045,C1024,S1130,Senior Associate,2023-09-14,6.0,180,85,1080.0,510.0
T107889,E10045,C1024,S1130,Senior Associate,2023-09-21,0.5,180,85,90.0,42.5
T107890,E10045,C1024,S1130,Senior Associate,2023-10-05,6.1,180,85,1098.0,518.5
T107891,E10045,C1024,S1130,Senior Associate,2023-10-12,5.7,180,85,1026.0,484.5
T107892,E10045,C1024,S1130,Senior Associate,2023-10-19,4.2,180,85,756.0,357.0
T107893,E10045,C1024,S1130,Senior Associate,2023-11-02,5.7,180,85,1026.0,484.5
T107894,E10045,C1024,S1130,Senior Associate,2023-11-09,6.3,180,85,1134.0,535.5
T107895,E10045,C1024,S1130,Senior Associate,2023-11-16,5.0,180,85,900.0,425.0
T107896,E10045,C1024,S1130,Senior Associate,2023-11-30,6.6,180,85,1188.0,561.0
T107897,E10045,C1024,S1130,Senior Associate,2023-12-07,5.2,180,85,936.0,442.0
T107898,E10045,C1024,S1130,Senior Associate,2023-12-14,8.1,180,85,1458.0,688.5
T107899,E10045,C1024,S1130,Senior Associate,2023-12-21,4.4,180,85,792.0,374.0
T107900,E10045,C1024,S1130,Senior Associate,2023-12-28,4.0,180,85,720.0,340.0
T107901,E10045,C1024,S1085,Senior Associate,2023-06-01,8.6,180,85,1548.0,731.0
T107902,E10045,C1024,S1085,Senior Associate,2023-06-08,4.9,180,85,882.0,416.5
T107903,E10045,C1024,S1085,Senior Associate,2023-06-15,5.5,180,85,990.0,467.5
T107904,E10045,C1024,S1085,Senior Associate,2023-06-29,8.5,180,85,1530.0,722.5
T107905,E10045,C1024,S1085,Senior Associate,2023-07-06,6.7,180,85,1206.0,569.5
T107906,E10045,C1024,S1085,Senior Associate,2023-07-13,8.3,180,85,1494.0,705.5
T107907,E10045,C1024,S1085,Senior Associate,2023-07-20,5.1,180,85,918.0,433.5
T107908,E10045,C1024,S1085,Senior Associate,2023-08-03,5.9,180,85,1062.0,501.5
T107909,E10045,C1024,S1085,Senior Associate,2023-08-17,1.5,180,85,270.0,127.5
T107910,E10045,C1024,S1085,Senior Associate,2023-08-24,3.6,180,85,648.0,306.0
T107911,E10045,C1024,S1085,Senior Associate,2023-08-31,6.1,180,85,1098.0,518.5
T107912,E10045,C1024,S1085,Senior Associate,2023-09-07,4.5,180,85,810.0,382.5
T107913,E10045,C1024,S1085,Senior Associate,2023-09-28,5.1,180,85,918.0,433.5
T107914,E10045,C1024,S1085,Senior Associate,2023-10-05,3.6,180,85,648.0,306.0
T107915,E10045,C1024,S1085,Senior Associate,2023-10-19,2.4,180,85,432.0,204.0
T107916,E10045,C1024,S1085,Senior Associate,2023-10-26,5.1,180,85,918.0,433.5
T107917,E10045,C1024,S1085,Senior Associate,2023-11-09,3.4,180,85,612.0,289.0
T107918,E10045,C1024,S1085,Senior Associate,2023-11-16,5.3,180,85,954.0,450.5
T107919,E10045,C1024,S1085,Senior Associate,2023-11-23,5.2,180,85,936.0,442.0
T107920,E10045,C1024,S1085,Senior Associate,2023-12-07,5.7,180,85,1026.0,484.5
T107921,E10045,C1024,S1085,Senior Associate,2023-12-14,4.5,180,85,810.0,382.5
T107922,E10045,C1024,S1085,Senior Associate,2023-12-21,6.1,180,85,1098.0,518.5
T107923,E10045,C1024,S1085,Senior Associate,2023-12-28,4.5,180,85,810.0,382.5
T107924,E10045,C1024,S1123,Senior Associate,2023-06-01,6.1,180,85,1098.0,518.5
T107925,E10045,C1024,S1123,Senior Associate,2023-06-08,3.2,180,85,576.0,272.0
T107926,E10045,C1024,S1123,Senior Associate,2023-06-15,5.2,180,85,936.0,442.0
T107927,E10045,C1024,S1123,Senior Associate,2023-06-22,4.7,180,85,846.0,399.5
T107928,E10045,C1024,S1123,Senior Associate,2023-07-06,4.5,180,85,810.0,382.5
T107929,E10045,C1024,S1123,Senior Associate,2023-07-20,8.1,180,85,1458.0,688.5
T107930,E10045,C1024,S1123,Senior Associate,2023-07-27,7.3,180,85,1314.0,620.5
T107931,E10045,C1024,S1123,Senior Associate,2023-08-03,6.0,180,85,1080.0,510.0
T107932,E10045,C1024,S1123,Senior Associate,2023-08-10,3.7,180,85,666.0,314.5
T107933,E10045,C1024,S1123,Senior Associate,2023-08-17,7.3,180,85,1314.0,620.5
T107934,E10045,C1024,S1123,Senior Associate,2023-08-24,7.0,180,85,1260.0,595.0
T107935,E10045,C1024,S1123,Senior Associate,2023-08-31,6.3,180,85,1134.0,535.5
T107936,E10045,C1024,S1123,Senior Associate,2023-09-07,6.3,180,85,1134.0,535.5
T107937,E10045,C1024,S1123,Senior Associate,2023-09-14,5.7,180,85,1026.0,484.5
T107938,E10045,C1024,S1123,Senior Associate,2023-11-02,3.1,180,85,558.0,263.5
T107939,E10045,C1024,S1123,Senior Associate,2023-11-16,7.6,180,85,1368.0,646.0
T107940,E10045,C1024,S1123,Senior Associate,2023-11-23,4.9,180,85,882.0,416.5
T107941,E10045,C1024,S1123,Senior Associate,2023-11-30,7.0,180,85,1260.0,595.0
T107942,E10045,C1024,S1123,Senior Associate,2023-12-07,8.1,180,85,1458.0,688.5
T107943,E10045,C1024,S1123,Senior Associate,2023-12-14,5.5,180,85,990.0,467.5
T107944,E10045,C1024,S1123,Senior Associate,2023-12-28,7.1,180,85,1278.0,603.5
T107945,E10045,C1024,S1119,Senior Associate,2023-06-08,5.6,180,85,1008.0,476.0
T107946,E10045,C1024,S1119,Senior Associate,2023-06-15,8.3,180,85,1494.0,705.5
T107947,E10045,C1024,S1119,Senior Associate,2023-06-22,5.4,180,85,972.0,459.0
T107948,E10045,C1024,S1119,Senior Associate,2023-06-29,7.1,180,85,1278.0,603.5
T107949,E10045,C1024,S1119,Senior Associate,2023-07-06,5.4,180,85,972.0,459.0
T107950,E10045,C1024,S1119,Senior Associate,2023-07-13,3.5,180,85,630.0,297.5
T107951,E10045,C1024,S1119,Senior Associate,2023-07-20,4.4,180,85,792.0,374.0
T107952,E10045,C1024,S1119,Senior Associate,2023-07-27,6.1,180,85,1098.0,518.5
T107953,E10045,C1024,S1119,Senior Associate,2023-08-03,2.1,180,85,378.0,178.5
T107954,E10045,C1024,S1119,Senior Associate,2023-08-10,6.5,180,85,1170.0,552.5
T107955,E10045,C1024,S1119,Senior Associate,2023-08-17,4.2,180,85,756.0,357.0
T107956,E10045,C1024,S1119,Senior Associate,2023-08-24,5.8,180,85,1044.0,493.0
T107957,E10045,C1024,S1119,Senior Associate,2023-08-31,4.5,180,85,810.0,382.5
T107958,E10045,C1024,S1119,Senior Associate,2023-09-07,6.8,180,85,1224.0,578.0
T107959,E10045,C1024,S1119,Senior Associate,2023-09-14,5.6,180,85,1008.0,476.0
T107960,E10045,C1024,S1119,Senior Associate,2023-09-21,6.8,180,85,1224.0,578.0
T107961,E10045,C1024,S1119,Senior Associate,2023-09-28,2.4,180,85,432.0,204.0
T107962,E10045,C1024,S1119,Senior Associate,2023-10-05,5.1,180,85,918.0,433.5
T107963,E10045,C1024,S1119,Senior Associate,2023-10-19,4.2,180,85,756.0,357.0
T107964,E10045,C1024,S1119,Senior Associate,2023-11-02,2.4,180,85,432.0,204.0
T107965,E10045,C1024,S1119,Senior Associate,2023-11-16,5.6,180,85,1008.0,476.0
T107966,E10045,C1024,S1119,Senior Associate,2023-11-23,3.6,180,85,648.0,306.0
T107967,E10045,C1024,S1119,Senior Associate,2023-11-30,9.4,180,85,1692.0,799.0
T107968,E10045,C1024,S1119,Senior Associate,2023-12-07,5.2,180,85,936.0,442.0
T107969,E10045,C1024,S1119,Senior Associate,2023-12-14,6.2,180,85,1116.0,527.0
T107970,E10045,C1024,S1119,Senior Associate,2023-12-21,5.2,180,85,936.0,442.0
T107971,E10045,C1024,S1119,Senior Associate,2023-12-28,6.3,180,85,1134.0,535.5
T107972,E10045,C1024,S1170,Associate,2023-06-08,2.5,130,60,325.0,150.0
T107973,E10045,C1024,S1170,Associate,2023-06-15,4.8,130,60,624.0,288.0
T107974,E10045,C1024,S1170,Associate,2023-06-29,5.7,130,60,741.0,342.0
T107975,E10045,C1024,S1170,Associate,2023-07-06,1.6,130,60,208.0,96.0
T107976,E10045,C1024,S1170,Associate,2023-07-13,6.7,130,60,871.0,402.0
T107977,E10045,C1024,S1170,Associate,2023-07-20,4.6,130,60,598.0,276.0
T107978,E10045,C1024,S1170,Associate,2023-08-03,5.0,130,60,650.0,300.0
T107979,E10045,C1024,S1170,Associate,2023-08-10,4.3,130,60,559.0,258.0
T107980,E10045,C1024,S1170,Associate,2023-08-17,4.9,130,60,637.0,294.0
T107981,E10045,C1024,S1170,Associate,2023-08-24,1.3,130,60,169.0,78.0
T107982,E10045,C1024,S1170,Associate,2023-08-31,6.3,130,60,819.0,378.0
T107983,E10045,C1024,S1170,Associate,2023-09-07,6.6,130,60,858.0,396.0
T107984,E10045,C1024,S1170,Associate,2023-09-14,5.9,130,60,767.0,354.0
T107985,E10045,C1024,S1170,Associate,2023-09-21,2.4,130,60,312.0,144.0
T107986,E10045,C1024,S1170,Associate,2023-09-28,4.2,130,60,546.0,252.0
T107987,E10045,C1024,S1170,Associate,2023-10-12,3.7,130,60,481.0,222.0
T107988,E10045,C1024,S1170,Associate,2023-10-19,5.0,130,60,650.0,300.0
T107989,E10045,C1024,S1170,Associate,2023-10-26,5.5,130,60,715.0,330.0
T107990,E10045,C1024,S1170,Associate,2023-11-09,2.1,130,60,273.0,126.0
T107991,E10045,C1024,S1170,Associate,2023-11-23,7.0,130,60,910.0,420.0
T107992,E10045,C1024,S1170,Associate,2023-11-30,4.2,130,60,546.0,252.0
T107993,E10045,C1024,S1170,Associate,2023-12-07,4.2,130,60,546.0,252.0
T107994,E10045,C1024,S1170,Associate,2023-12-21,5.2,130,60,676.0,312.0
T107995,E10045,C1024,S1170,Associate,2023-12-28,3.6,130,60,468.0,216.0
T107996,E10045,C1024,S1209,Associate,2023-06-01,5.9,130,60,767.0,354.0
T107997,E10045,C1024,S1209,Associate,2023-06-08,3.9,130,60,507.0,234.0
T107998,E10045,C1024,S1209,Associate,2023-06-15,6.1,130,60,793.0,366.0
T107999,E10045,C1024,S1209,Associate,2023-06-22,2.9,130,60,377.0,174.0
T108000,E10045,C1024,S1209,Associate,2023-06-29,4.9,130,60,637.0,294.0
T108001,E10045,C1024,S1209,Associate,2023-07-06,3.2,130,60,416.0,192.0
T108002,E10045,C1024,S1209,Associate,2023-07-13,5.0,130,60,650.0,300.0
T108003,E10045,C1024,S1209,Associate,2023-07-20,2.3,130,60,299.0,138.0
T108004,E10045,C1024,S1209,Associate,2023-07-27,2.4,130,60,312.0,144.0
T108005,E10045,C1024,S1209,Associate,2023-08-03,3.9,130,60,507.0,234.0
T108006,E10045,C1024,S1209,Associate,2023-08-17,4.3,130,60,559.0,258.0
T108007,E10045,C1024,S1209,Associate,2023-08-24,4.0,130,60,520.0,240.0
T108008,E10045,C1024,S1209,Associate,2023-09-07,6.5,130,60,845.0,390.0
T108009,E10045,C1024,S1209,Associate,2023-09-14,5.0,130,60,650.0,300.0
T108010,E10045,C1024,S1209,Associate,2023-09-21,6.0,130,60,780.0,360.0
T108011,E10045,C1024,S1209,Associate,2023-09-28,4.5,130,60,585.0,270.0
T108012,E10045,C1024,S1209,Associate,2023-10-05,4.7,130,60,611.0,282.0
T108013,E10045,C1024,S1209,Associate,2023-10-12,4.1,130,60,533.0,246.0
T108014,E10045,C1024,S1209,Associate,2023-10-19,3.9,130,60,507.0,234.0
T108015,E10045,C1024,S1209,Associate,2023-10-26,5.5,130,60,715.0,330.0
T108016,E10045,C1024,S1209,Associate,2023-11-02,2.9,130,60,377.0,174.0
T108017,E10045,C1024,S1209,Associate,2023-11-09,4.5,130,60,585.0,270.0
T108018,E10045,C1024,S1209,Associate,2023-11-23,2.3,130,60,299.0,138.0
T108019,E10045,C1024,S1209,Associate,2023-12-07,2.5,130,60,325.0,150.0
T108020,E10045,C1024,S1209,Associate,2023-12-14,5.2,130,60,676.0,312.0
T108021,E10045,C1024,S1209,Associate,2023-12-21,4.0,130,60,520.0,240.0
T108022,E10045,C1024,S1209,Associate,2023-12-28,5.8,130,60,754.0,348.0
T108023,E10045,C1024,S1163,Associate,2023-06-01,4.1,130,60,533.0,246.0
T108024,E10045,C1024,S1163,Associate,2023-06-08,7.1,130,60,923.0,426.0
T108025,E10045,C1024,S1163,Associate,2023-06-15,6.4,130,60,832.0,384.0
T108026,E10045,C1024,S1163,Associate,2023-06-22,5.2,130,60,676.0,312.0
T108027,E10045,C1024,S1163,Associate,2023-07-06,2.4,130,60,312.0,144.0
T108028,E10045,C1024,S1163,Associate,2023-07-20,4.1,130,60,533.0,246.0
T108029,E10045,C1024,S1163,Associate,2023-07-27,5.3,130,60,689.0,318.0
T108030,E10045,C1024,S1163,Associate,2023-08-03,5.9,130,60,767.0,354.0
T108031,E10045,C1024,S1163,Associate,2023-08-10,5.9,130,60,767.0,354.0
T108032,E10045,C1024,S1163,Associate,2023-08-17,5.6,130,60,728.0,336.0
T108033,E10045,C1024,S1163,Associate,2023-08-24,1.4,130,60,182.0,84.0
T108034,E10045,C1024,S1163,Associate,2023-08-31,2.9,130,60,377.0,174.0
T108035,E10045,C1024,S1163,Associate,2023-09-07,5.6,130,60,728.0,336.0
T108036,E10045,C1024,S1163,Associate,2023-09-14,3.6,130,60,468.0,216.0
T108037,E10045,C1024,S1163,Associate,2023-09-21,4.9,130,60,637.0,294.0
T108038,E10045,C1024,S1163,Associate,2023-09-28,7.2,130,60,936.0,432.0
T108039,E10045,C1024,S1163,Associate,2023-10-05,3.5,130,60,455.0,210.0
T108040,E10045,C1024,S1163,Associate,2023-10-12,6.1,130,60,793.0,366.0
T108041,E10045,C1024,S1163,Associate,2023-10-19,5.0,130,60,650.0,300.0
T108042,E10045,C1024,S1163,Associate,2023-10-26,8.0,130,60,1040.0,480.0
T108043,E10045,C1024,S1163,Associate,2023-11-02,5.0,130,60,650.0,300.0
T108044,E10045,C1024,S1163,Associate,2023-11-16,7.3,130,60,949.0,438.0
T108045,E10045,C1024,S1163,Associate,2023-11-23,3.7,130,60,481.0,222.0
T108046,E10045,C1024,S1163,Associate,2023-12-07,3.8,130,60,494.0,228.0
T108047,E10045,C1024,S1163,Associate,2023-12-28,4.5,130,60,585.0,270.0
T108048,E10045,C1024,S1187,Associate,2023-06-08,5.9,130,60,767.0,354.0
T108049,E10045,C1024,S1187,Associate,2023-06-15,5.3,130,60,689.0,318.0
T108050,E10045,C1024,S1187,Associate,2023-07-13,5.9,130,60,767.0,354.0
T108051,E10045,C1024,S1187,Associate,2023-07-20,2.2,130,60,286.0,132.0
T108052,E10045,C1024,S1187,Associate,2023-07-27,4.3,130,60,559.0,258.0
T108053,E10045,C1024,S1187,Associate,2023-08-03,5.2,130,60,676.0,312.0
T108054,E10045,C1024,S1187,Associate,2023-08-10,5.6,130,60,728.0,336.0
T108055,E10045,C1024,S1187,Associate,2023-08-24,2.8,130,60,364.0,168.0
T108056,E10045,C1024,S1187,Associate,2023-08-31,2.7,130,60,351.0,162.0
T108057,E10045,C1024,S1187,Associate,2023-09-07,5.9,130,60,767.0,354.0
T108058,E10045,C1024,S1187,Associate,2023-09-14,4.2,130,60,546.0,252.0
T108059,E10045,C1024,S1187,Associate,2023-09-21,6.3,130,60,819.0,378.0
T108060,E10045,C1024,S1187,Associate,2023-09-28,3.5,130,60,455.0,210.0
T108061,E10045,C1024,S1187,Associate,2023-10-05,3.6,130,60,468.0,216.0
T108062,E10045,C1024,S1187,Associate,2023-10-12,5.8,130,60,754.0,348.0
T108063,E10045,C1024,S1187,Associate,2023-10-19,2.4,130,60,312.0,144.0
T108064,E10045,C1024,S1187,Associate,2023-10-26,5.3,130,60,689.0,318.0
T108065,E10045,C1024,S1187,Associate,2023-11-02,1.8,130,60,234.0,108.0
T108066,E10045,C1024,S1187,Associate,2023-11-09,3.3,130,60,429.0,198.0
T108067,E10045,C1024,S1187,Associate,2023-11-16,3.7,130,60,481.0,222.0
T108068,E10045,C1024,S1187,Associate,2023-11-30,7.1,130,60,923.0,426.0
T108069,E10045,C1024,S1187,Associate,2023-12-07,4.7,130,60,611.0,282.0
T108070,E10045,C1024,S1187,Associate,2023-12-14,4.7,130,60,611.0,282.0
T108071,E10045,C1024,S1187,Associate,2023-12-21,4.7,130,60,611.0,282.0
T108072,E10045,C1024,S1187,Associate,2023-12-28,3.2,130,60,416.0,192.0
T108073,E10045,C1024,S1203,Associate,2023-06-01,6.0,130,60,780.0,360.0
T108074,E10045,C1024,S1203,Associate,2023-06-08,3.6,130,60,468.0,216.0
T108075,E10045,C1024,S1203,Associate,2023-06-15,4.2,130,60,546.0,252.0
T108076,E10045,C1024,S1203,Associate,2023-06-22,3.2,130,60,416.0,192.0
T108077,E10045,C1024,S1203,Associate,2023-06-29,4.5,130,60,585.0,270.0
T108078,E10045,C1024,S1203,Associate,2023-07-06,2.6,130,60,338.0,156.0
T108079,E10045,C1024,S1203,Associate,2023-07-20,3.6,130,60,468.0,216.0
T108080,E10045,C1024,S1203,Associate,2023-07-27,3.0,130,60,390.0,180.0
T108081,E10045,C1024,S1203,Associate,2023-08-03,6.7,130,60,871.0,402.0
T108082,E10045,C1024,S1203,Associate,2023-08-10,3.7,130,60,481.0,222.0
T108083,E10045,C1024,S1203,Associate,2023-08-17,4.7,130,60,611.0,282.0
T108084,E10045,C1024,S1203,Associate,2023-08-24,5.4,130,60,702.0,324.0
T108085,E10045,C1024,S1203,Associate,2023-09-07,2.8,130,60,364.0,168.0
T108086,E10045,C1024,S1203,Associate,2023-09-14,3.9,130,60,507.0,234.0
T108087,E10045,C1024,S1203,Associate,2023-09-21,2.6,130,60,338.0,156.0
T108088,E10045,C1024,S1203,Associate,2023-09-28,3.7,130,60,481.0,222.0
T108089,E10045,C1024,S1203,Associate,2023-10-05,3.8,130,60,494.0,228.0
T108090,E10045,C1024,S1203,Associate,2023-10-19,2.9,130,60,377.0,174.0
T108091,E10045,C1024,S1203,Associate,2023-10-26,3.2,130,60,416.0,192.0
T108092,E10045,C1024,S1203,Associate,2023-11-02,5.0,130,60,650.0,300.0
T108093,E10045,C1024,S1203,Associate,2023-11-09,6.3,130,60,819.0,378.0
T108094,E10045,C1024,S1203,Associate,2023-11-16,4.1,130,60,533.0,246.0
T108095,E10045,C1024,S1203,Associate,2023-11-23,4.5,130,60,585.0,270.0
T108096,E10045,C1024,S1203,Associate,2023-11-30,5.3,130,60,689.0,318.0
T108097,E10045,C1024,S1203,Associate,2023-12-07,3.2,130,60,416.0,192.0
T108098,E10045,C1024,S1203,Associate,2023-12-14,5.1,130,60,663.0,306.0
T108099,E10045,C1024,S1203,Associate,2023-12-21,7.3,130,60,949.0,438.0
T108100,E10045,C1024,S1203,Associate,2023-12-28,2.9,130,60,377.0,174.0
T108101,E10046,C1025,S1001,Partner,2024-06-01,2.7,450,180,1215.0,486.0
T108102,E10046,C1025,S1001,Partner,2024-06-15,0.5,450,180,225.0,90.0
T108103,E10046,C1025,S1001,Partner,2024-06-22,3.0,450,180,1350.0,540.0
T108104,E10046,C1025,S1001,Partner,2024-07-06,4.4,450,180,1980.0,792.0
T108105,E10046,C1025,S1001,Partner,2024-07-13,1.5,450,180,675.0,270.0
T108106,E10046,C1025,S1001,Partner,2024-07-20,3.5,450,180,1575.0,630.0
T108107,E10046,C1025,S1001,Partner,2024-08-10,2.8,450,180,1260.0,504.0
T108108,E10046,C1025,S1001,Partner,2024-08-17,3.0,450,180,1350.0,540.0
T108109,E10046,C1025,S1001,Partner,2024-08-24,5.3,450,180,2385.0,954.0
T108110,E10046,C1025,S1001,Partner,2024-08-31,3.2,450,180,1440.0,576.0
T108111,E10046,C1025,S1001,Partner,2024-09-07,1.8,450,180,810.0,324.0
T108112,E10046,C1025,S1028,Senior Manager,2024-06-01,2.4,320,140,768.0,336.0
T108113,E10046,C1025,S1028,Senior Manager,2024-06-08,4.9,320,140,1568.0,686.0
T108114,E10046,C1025,S1028,Senior Manager,2024-06-22,1.8,320,140,576.0,252.0
T108115,E10046,C1025,S1028,Senior Manager,2024-06-29,3.2,320,140,1024.0,448.0
T108116,E10046,C1025,S1028,Senior Manager,2024-07-06,3.1,320,140,992.0,434.0
T108117,E10046,C1025,S1028,Senior Manager,2024-07-13,4.0,320,140,1280.0,560.0
T108118,E10046,C1025,S1028,Senior Manager,2024-07-27,3.7,320,140,1184.0,518.0
T108119,E10046,C1025,S1028,Senior Manager,2024-08-03,5.1,320,140,1632.0,714.0
T108120,E10046,C1025,S1028,Senior Manager,2024-08-10,4.2,320,140,1344.0,588.0
T108121,E10046,C1025,S1028,Senior Manager,2024-08-17,5.2,320,140,1664.0,728.0
T108122,E10046,C1025,S1028,Senior Manager,2024-08-24,4.7,320,140,1504.0,658.0
T108123,E10046,C1025,S1028,Senior Manager,2024-08-31,4.7,320,140,1504.0,658.0
T108124,E10046,C1025,S1028,Senior Manager,2024-09-07,4.2,320,140,1344.0,588.0
T108125,E10046,C1025,S1062,Manager,2024-06-08,3.7,250,110,925.0,407.0
T108126,E10046,C1025,S1062,Manager,2024-06-22,5.7,250,110,1425.0,627.0
T108127,E10046,C1025,S1062,Manager,2024-06-29,10.5,250,110,2625.0,1155.0
T108128,E10046,C1025,S1062,Manager,2024-07-13,5.3,250,110,1325.0,583.0
T108129,E10046,C1025,S1062,Manager,2024-08-03,7.3,250,110,1825.0,803.0
T108130,E10046,C1025,S1062,Manager,2024-08-10,13.2,250,110,3300.0,1452.0
T108131,E10046,C1025,S1062,Manager,2024-08-17,7.3,250,110,1825.0,803.0
T108132,E10046,C1025,S1062,Manager,2024-08-24,15.8,250,110,3950.0,1738.0
T108133,E10046,C1025,S1062,Manager,2024-09-07,10.1,250,110,2525.0,1111.0
T108134,E10046,C1025,S1049,Manager,2024-06-01,3.9,250,110,975.0,429.0
T108135,E10046,C1025,S1049,Manager,2024-06-08,17.5,250,110,4375.0,1925.0
T108136,E10046,C1025,S1049,Manager,2024-06-15,19.8,250,110,4950.0,2178.0
T108137,E10046,C1025,S1049,Manager,2024-06-22,12.6,250,110,3150.0,1386.0
T108138,E10046,C1025,S1049,Manager,2024-06-29,4.1,250,110,1025.0,451.0
T108139,E10046,C1025,S1049,Manager,2024-07-06,12.2,250,110,3050.0,1342.0
T108140,E10046,C1025,S1049,Manager,2024-07-13,5.9,250,110,1475.0,649.0
T108141,E10046,C1025,S1049,Manager,2024-07-20,10.1,250,110,2525.0,1111.0
T108142,E10046,C1025,S1049,Manager,2024-07-27,8.5,250,110,2125.0,935.0
T108143,E10046,C1025,S1049,Manager,2024-08-03,16.4,250,110,4100.0,1804.0
T108144,E10046,C1025,S1049,Manager,2024-08-17,6.5,250,110,1625.0,715.0
T108145,E10046,C1025,S1049,Manager,2024-08-31,4.5,250,110,1125.0,495.0
T108146,E10046,C1025,S1061,Manager,2024-06-01,6.9,250,110,1725.0,759.0
